perfume_id,brand,name,old_price,new_price,ml,concentration,department,scents,base_note,middle_note,item_rating,seller,seller_rating,num_seller_ratings
866,HUGO BOSS,Femme,415,139.35,75,EDP,Women,Floral,"Apricot, Amber, Lemon Tree","Lily, Jasmine, Bulgarian Rose",4.8,Lolita Shop,3.6,23
867,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, Labdanum","Tiare Flower, Jasmine, Orange Blossom",4.5,noon,4.2,98.1K
868,ARMAND BASI,In Red,275,107.95,100,EDT,Women,Citrus,"Palisander Rosemary, Oakmoss, White Musk, Amber, Vanilla, Praline, Woody Notes","Lily, Jasmine, Violet Leaf, Rose, Blackcurrant, Pink Pepper, Peony",4.5,Parvant Store,4.1,76
869,VERSACE,Eros,430,202,100,EDT,Men,Arabian,"Madagascar Vanilla, Virginian Cedar, Atlas Cedar, Vetiver, Oakmoss","Tonka Bean, Geranium, Ambroxan",4.5,noon,4.2,98.1K
870,Yves Saint Laurent,Manifesto,725,207.85,90,EDP,Women,Floral,"Cedar, Sandalwood, Vanilla, Tonka Bean","Lily-of-the-valley, Jasmine Sambac",3,Number One,4.1,63
871,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K
872,GUCCI,Guilty,354,213.95,75,EDT,Women,Floral,"Lily, Wild Strawberry",Litchi,4.8,AMLAQ,3.9,135
873,GUCCI,Bloom,573,315.85,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.2,noon,4.2,98.1K
874,VERSACE,Crystal Noir,447,172,90,EDP,Women,"Floral, Oriental","Sandalwood, Cashmeran, Vanilla Pod, Heliotropine","Tuberose, Frangipani, Jasmine Dry",4.4,flower,4.2,98
875,HUGO BOSS,Boss The Scent,426,133,100,EDT,Men,Spicy,Leather,"Maninka Fruit, Lavender",4.6,Perfume Ms,4.1,537
876,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K
877,Givenchy,L'interdit,680,195.5,80,EDP,Women,Floral,"Patchouli, Vetiver","Tuberose, Jasmine, Orange Blossom",2.3,Pinch Of Perfum,4.2,347
878,LACOSTE,L.12.12 Blanc,244,88,100,EDT,Men,Woody,"Leather, Suede, Cedar","Mexican Tuberose, Ylang-Ylang",3.7,hadayiq baris,3.8,122
879,LACOSTE,Eau De lacoste,347,91.9,100,EDT,Men,Citrus,"Georgywood, Suede, Vetiver, Cedarwood","Tuberose, Olibanum, Ylang-Ylang",4.2,noon,4.2,98.1K
880,Geoffrey Beene,Grey Flannel,105,82.9,120,EDT,Men,Woody,"Tonka Bean, Almond, Oakmoss, Vetiver, Cedar","mimosa, iris, violet, sage, rose, geranium, Narcissus",5,Beautiful Live,4.3,7
881,Niya,Hawaiian Musk,99,49,100,EDP,Men,Woody,"Musk, Oakmoss, Vanilla","Moroccan Jasmine, Patchouli, Birch, Rose",4.5,noon,4.2,98.1K
882,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli, Musk","Tuberose, Ylang-ylang, Jasmine",5,Genie collection,3.8,32
883,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber, Musk","Vanilla Orchid, Violet Leaves, Vetiver",4.4,Star.perfume,3.5,537
884,DAVIDOFF,Zino,116,81.55,125,EDT,Men,Woody,"Tonka, Sandal, Amber, Cedar, Patchouli, Vanilla","Muguet, Rose, Jasmine, Geranium",3.4,AMLAQ,3.9,135
885,Niya,Prive Maison Sandalwood,247,99,100,EDP,Men,Woody,"Sandalwood, Vanilla, Musk","Muguet, Violet, Tuberose",4.7,noon,4.2,98.1K
886,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,3.9,347
887,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K
888,AVON,Tomorrow,130,70,50,EDP,Women,Floral,"Powdery, Floral, Woody, Balsamic, Rose",Musk,4.5,Tiffany,4.1,54
889,J.CASANOVA,Plaisir,148,75.75,100,EDP,Women,Oriental,Amber,Musk,4.8,top langri,4.3,347
890,Givenchy,Pour Homme,375,117.85,100,EDT,Men,Spicy,"Labdanum, Cedar","Vetiver, Lavender Extract",4.7,hadayiq baris,3.8,122
891,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, Woody Notes","Violet Leaf, Cinnamon",4.4,noon,4.2,98.1K
892,BURBERRY,Burberry Body,499,164.35,85,EDP,Women,Fruity,"Woody Cashmeran, Creamy Vanilla, Amber, Musk.","Natural Rose Absolute, Iris, Warm Sandalwood.",4.8,perfumes--addresses,4.1,59
893,Calvin Klein,CK One,265,98,200,EDT,Unisex,Citrus,"Sandalwood, Amber, Musk, Cedar, Oakmoss","Nutmeg, Violet, Orris Root, Jasmine, Lily-of-the-valley, Rose",4.5,noon,4.2,98.1K
894,MONTBLANC,Emblem Intense,395,127.5,100,EDT,Men,Spicy,"Patchouli, Tonka Beans, Velvet, Woody Notes","Violet Leaf, Apple, Rose, Cinnamon, Nutmeg",4.2,noon,4.2,98.1K
895,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K
896,Bill Blass,Nude Natural Spray Colo,114,79.45,100,EDT,Women,Floral,"Sandalwood, Musk, Orris Root, Vetiver","Oakmoss, Jasmine, Ylang-Ylang, Rose, Narcissus",4.7,AMLAQ,3.9,135
897,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss, Warm Woods","Violet, Jasmin, White Florals",4.8,AMLAQ,3.9,135
898,Roberto Cavalli,Florence,500,154.95,75,EDP,Women,Floral,"Patchouli, Amber, Musk","Orange Blossom, Hibiscus Seed, Grapefruit Blossom",4.7,noon,4.2,98.1K
899,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood, Amber","Violet, Rose, Jasmine, Ylang-Ylang,",4.3,noon,4.2,98.1K
900,DAVIDOFF,Adventure,210,79.6,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk","Warm Spices Of Wild Aromatic Black Sesame, South American Pimento",4.5,noon,4.2,98.1K
901,Givenchy,L'Interdit EDP For Wo,550,206.55,80,EDT,Women,Floral,"Vetiver, Patchouli, Ambroxan, Vanilla","Orange Blossom, Jasmine, Tuberose",4.9,Number One,4.1,63
902,Dolce & Gabbana,3 L'Imperatrice,300,156.75,100,EDT,Women,Floral,"Citrus Wood, Musks, Sandalwood","Watermelon, Cyclamen, Jasmine",4.6,noon,4.2,98.1K
903,Roberto,Paradiso Assoluto,515,127.65,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,noon,4.2,98.1K
904,CHLOE,Love Story,535,221.9,75,EDP,Women,Floral,"Musk, Cedar, Cashmirwood, Patchouli","Orange Blossom, Stephanotis, Rose, Black Currant, Peach",4.3,King-Perfume,3.6,450
905,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K
906,Ajmal,Sacrifice,79,75.9,50,EDP,Women,Floral,"Ambergris, Musk","Orange Blossom, Vanilla",4.2,neo lek,3.6,88
907,Estee Lauder,Beautiful,570,181.2,75,EDP,Women,Floral,"Sandalwood, Vetiver, Amber","Orange Flower, Muguet, Jasmine, Ylang-Ylang",4.6,noon,4.2,98.1K
908,Roberto Cavalli,Paradiso Azzuro,499,175,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach, Rose Tuberose",4.7,AMLAQ,3.9,135
909,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.2,124
910,Roberto Cavalli,Women,430,103,75,EDP,Women,Arabian,"Benzoin,Tonka Beans,Vanilla",Orange Tree Blossom,5,rich&light,3.5,69
911,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K
912,Dunhill,Desire Blue,280,68,100,EDT,Men,Fresh,"Tonka Bean, Musk, Amber, Benzoin","Orange, Brazilian Rosewood, Sea Notes",4.3,Modon,3.6,71
913,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,noon,4.2,98.1K
914,NINA RICCI,Premier Jour,300,136.45,100,EDP,Women,Fruity,"Sandalwood, Musk, Vanilla, Woodsy Notes","Orchid, Gardenia",4.7,noon,4.2,98.1K
915,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K
916,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K
917,HUGO BOSS,The Scent,535,155,100,EDP,Women,Fruity,Cacao,Osmanthus,4.5,noon,4.2,98.1K
918,DAVIDOFF,Adventure,210,219,100,EDT,Men,Woody,"Vetiver,Ceder,WhiteMusk","Warm Spices Of Wild Aromatic Black Sesame, South American Pimento",4.5,garmid,3.7,98
919,PACO RABANNE,Olympéa Intense,485,166.9,80,EDP,Women,Floral,"Ambergris, Cashmere wood, Sandalwood","Paco Rabanne Olympea, Vanilla, Salt",4.8,hadayiq baris,3.8,122
920,Dolce & Gabbana,3 L'Imperatrice,300,300,100,EDT,Women,Floral,"Citrus Wood, Musks, Sandalwood","Watermelon, Cyclamen, Jasmine",4.6,garmid,3.7,98
921,Mancera,Red Tobacco,590,340,120,EDP,Men,Woody,"Precious Tobacco, Amber, Woody Notes, Vetiver, Vanilla Pods, White Musk","Patchouli Leaves, Jasmine",4.7,Faces,3.7,61
922,Lattafa,Oud Mood,119,42.55,100,EDP,Unisex,Woody,"Musk, Incense, Amber, Resin, Woody","Patchouli, Caramel, Agarwood",4.6,noon,4.2,98.1K
923,Roberto,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",4.5,garmid,3.7,98
924,Roberto Cavalli,Paradiso Assoluto,515,515,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,garmid,3.7,98
925,GUCCI,Guilty Absolute,515,230,90,EDP,Men,Woody,"Woody Notes, Vetiver","Patchouli, Cypress",4.1,Rayhanti,3.5,537
926,VERSACE,Bright Crystal,430,169.95,90,EDT,Women,Floral,"Amber, Musk, Mahogany","Peony,Lotus, Magnolia",4.8,noon,4.2,98.1K
927,Roberto Cavalli,Paradiso Azzuro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amberwood, Sandalwood","Wild Jasmine, Watery Notes, Apple, Peach, Rose Tuberose",4.7,garmid,3.7,135
928,Dunhill,Custom,330,89.85,100,EDT,Men,Floral,"Virginia Cedar, Incense",Pepper,4.3,noon,4.2,98.1K
929,Roberto Cavalli,Paradiso Azzurro,499,499,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,garmid,3.7,124
930,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,3.7,98.1K
931,DAVIDOFF,Hot Water,215,76.95,110,EDT,Men,Arabian,"Styrax, Benzoin","Pimento, Patchouli",4.6,AMLAQ,3.9,135
932,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDP,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,garmid,3.7,98
933,Dolce & Gabbana,K,338,269,100,EDT,Men,Woody,"Blood Orange, Pressed Sicilian Lemon, Juniper Berries","Pimento, Clary Sage, Geranium, Lavandin",4.1,Grass gulf,3.7,98
934,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,garmid,3.7,1.9K
935,Dolce & Gabbana,K,26,14.1,100,EDT,Men,Aromatic,"Woody, Masculine, Cedarwood, Vetiver, Patchouli Accords","Pimento, Clary Sage, Geranium, Lavandin",3,beautiful lady,4.3,5
936,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,garmid,3.7,98
937,TED LAPIDUS,Pour Homme,129,44.45,100,EDT,Men,Woody,"Sandalwood, tonka bean, amber, patchouli, musk, oakmoss, cedar, tobacco","Pine tree, Honey, Orris Root, Jasmine, Caraway, Petitgrain, Lily-of-the-valley, Rose, Brazilian Rosewood, Incense",5,neo lek,3.6,88
938,HUGO BOSS,Bottled Unlimited,373,126,100,EDT,Men,Vanilla,"Sandalwood, Musk","Pineapple, Rose",4.4,Al-Najm,3.7,347
939,GIORGIO ARMANI,Stronger With You,415,170,100,EDT,Men,Vanilla,"Vanilla, Chestnut, Cedar, Amber wood, Guaiac Wood","Pineapple, Sage, Melon, Cinnamon, Lavender",4.5,hadayiq baris,3.8,122
940,HUGO BOSS,Ma Vie,415,137.55,75,EDP,Women,Floral,"Cedar, Woody Notes","Pink Freesia, Jasmine, Rose",4.7,AMLAQ,3.9,135
941,DORALL COLLECTION,Pink Hearts,29,8.15,100,EDT,Women,Floral,"Caramel, Musk, Tonka, Sandalwood, Vanilla","Red Berries, Lily Of The Valley, Licorice, Cotton Candy, Strawberry",4.4,B.A.G,3.7,14.1K
942,Givenchy,Xeryus Rouge,455,214.4,100,EDT,Men,Woody,Cedar Wood,Red Pepper,4.8,noon,4.2,98.1K
943,Dolce & Gabbana,The Only One 2,614,137.9,100,EDP,Women,Floral,"Tonka, Patchouli, Ambergris, Amber Woods","Red Rose, Violet, Coffee",4.3,hadayiq baris,3.8,122
944,TESORI D´ORIENTE,White Musk,60,39.95,100,EDT,Men,Woody,"Aldehyde, Jasmine, White Flowers",Rose,4.2,B.A.G,3.7,14.1K
945,Mancera,Roses Vanille,446,248.8,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",5,noon,4.2,98.1K
946,BURBERRY,My Blush,431,181,50,EDP,Women,Arabian,"Jasmine,Wisteria","Rose Petals, Green Apple, Geranium",4.6,Fnoon,3.7,5
947,BURBERRY,My Burberry Blush,699,199.9,90,EDP,Women,Arabian,"Jasmine, Wisteria","Rose petals, Green apple, Geranium",4.5,noon,4.2,98.1K
948,Guerlain,L'Instant Magic,725,422,100,EDP,Women,Woody,"Wood, Almond","Rose, Freesia",4.7,PARFUM.1990,4.1,33
949,Dunhill,London,290,109.65,75,EDT,Men,Arabian,"Patchouli, Sandalwood, Tonka Bean, Vanilla, Musk","Rose, Geranium, Jasmine",3.4,AMLAQ,3.9,135
950,BURBERRY,Body Mini ED,34,23,5,EDT,Women,Woody,"Sandalwood, Cashmerean, Musk, Amber, Vanilla","Rose, Iris",1,Royal Scent,3.5,5
951,TRI,En Joy,10,9.9,100,EDT,Women,Floral,"Sandalwood, Cedar, Patchoulli, Musk, Benzoin","Rose, Jasmine, Cassis, Peach",4.1,Parisian Store,4.1,425
952,Mancera,Rose Greedy,446,269,120,EDP,Unisex,"Rose, Floral","White Musk, Amber, Vanilla, Sugar","Rose, Jasmine, Flowers",4.5,AMLAQ,3.9,135
953,DORALL COLLECTION,Oud Maaruf,29,11.49,100,EDT,Men,Arabian,"Sandalwood, Musk, Woody-amber, Patchouli, Oud, Dry woody-amber, Amber","Rose, raspberry, dried fruits, ylang, geranium, jasmin, orris, muguet, saffron",4,B.A.G,3.7,14.1K
954,BURBERRY,Burberry Body Intense,435,152.45,60,EDP,Women,Fruity,"Cashmere Wood, Amber, Vanille, Musk","Rose, Sandalwood, Iris",4.6,noon,4.2,98.1K
955,Mancera,Roses Vanille,450,285,120,EDP,Women,Arabian,"Cedar, Vanilla, Sugar, White Musk","Rose, Sugar",4.9,AMLAQ,3.9,135
956,Mancera,Roses Vanille,450,239.95,120,EDP,Women,Arabian,"Vanilla, Sugar, White Musk, Cedar","Rose, Sugar",4.7,noon,4.2,98.1K
957,Dunhill,Desire,276,84.25,100,EDT,Men,Fresh,"Vanilla, Musk","Rose, Teak Wood, Patchouli",4.5,S2021,3.5,23
958,Parfums Gres,Cabotine,135,75,100,EDT,Women,Floral,"Cedarwood, Vanilla, Tonka Bean, Cybet, Musk, Amber","Rose, Tuberose, Ylang-Ylang, Ginger Lily, Hyacinth, Heliotrope, Freesia, Violet, Iris",4.8,AMLAQ,3.9,135
959,Alina Corel,Monsieur Oud,51,30.95,100,EDP,Unisex,Musk,"Cedar, Musk","Rose, Water",4.5,noon,4.2,98.1K
960,GIORGIO ARMANI,Si Passione EDP For Wo,630,235.45,100,EDP,Women,Floral,"Cedar,Vanilla,Patchouli","Rose,Jasmine,Heliotrope,Pineapple",5,Parfume-Stor,4.1,347
961,Yves Saint Laurent,Kouros Silver,540,190,100,EDT,Men,Fruity,"Amber, Woody Notes",Sage,4.5,Queen Beauty,3.5,5
962,Dior,Sauvage Perf,640,326.4,100,EDT,Men,Floral,"Tonka Bean, Vanilla, Olibanum",Sandalwood,3,Parfume-Stor,4.1,75
963,DAVIDOFF,Cool Water,150,71.75,75,EDT,Men,Aromatic,"Musk, Oakmoss, Cedar, Amber","Sandalwood, Geranium, Neroli, Jasmine",4.1,noon,4.2,98.1K
964,DAVIDOFF,Cool Water,315,85.5,125,EDT,Men,Fresh,"Musk, Oakmoss, Cedar, Tobacco, Amber","Sandalwood, Jasmine, Neroli, Geranium",3.7,Lolita Shop,3.6,5
965,BVLGARI,Aqva Marine Pour Homme,331,163.95,100,EDT,Men,Citrus,"Virginia Cedar, Amber","Seaweed, Rosemary, Water Notes",4.8,hadayiq baris,3.8,122
966,Dior,Sauvage,430,208.25,100,EDT,Men,Spicy,"Ambroxan, Cedar, Labdanum","Sichuan Pepper, Lavender, Pink Pepper, Vetiver, Geranium, Patchouli, Elemi",4.6,Spicebomb,3.5,66
967,GUESS,Marciano,150,80.7,100,EDT,Men,Spicy,"Woody, Spicy","Spicy, Lavenday, Sage",4.7,AMLAQ,3.9,135
968,GIORGIO ARMANI,Armani Code,514,280.1,125,EDT,Men,Citrus,"Leather, Tobacco, Tonka Bean","Star Anise, Olive Blossom, Guaiac Wood",2,noon,4.2,98.1K
969,CAROLINA HERRERA,212 Sexy,330,104.5,100,EDT,Men,Vanilla,"Sensual Oriental Character - Gaiac Wood, Sandalwood, Bourbon Vanilla, Musk, Amber","Subtle, Spicy Sensuality - Green Pepper, Floral Petal, Cardamom, Tonka Beans",4.2,Al-Najm,3.7,347
970,BVLGARI,Petits Et Mamans,254,193.95,100,EDT,Women,Floral,"Iris, Vanilla, White Peach, Powdery Notes","Sunflower, Chamomile, Rose",4.8,noon,4.2,98.1K
971,Justcavalli,Just Cavalli,385,131.4,75,EDT,Women,Floral,"Cuddly, Creamy Rosewood",Tahitian Tiare Flowers,4.6,Star.perfume,3.9,537
972,Jean Paul GAULTIER,Scandal,505,354.95,80,EDP,Women,Floral,"Vanilla, Musk, Labdanum","Tiare Flower, Jasmine, Orange Blossom",4.5,noon,4.2,98.1K
973,GUCCI,Bloom Aqua Di Fiori,515,311.8,100,EDT,Women,Fruity,Jasmine,Tuberose,4.7,noon,4.2,98.1K
974,GUCCI,Bloom,695,325.65,100,EDP,Women,Floral,Rangoon Creeper,Tuberose,4.6,noon,4.2,98.1K
975,VERSACE,Crystal Noir,447,172,90,EDP,Women,"Floral, Oriental","Sandalwood, Cashmeran, Vanilla Pod, Heliotropine","Tuberose, Frangipani, Jasmine Dry",4.4,flower,3.7,98
976,GUCCI,Bloom Nettare Di Fiori,630,329.85,100,EDP,Women,Floral,"Patchoulie, Musk, Schijnhulst","Tuberose, Honeysuckle, Jasmine",4.3,noon,4.2,98.1K
977,Givenchy,L'interdit,680,195.5,80,EDP,Women,Floral,"Patchouli, Vetiver","Tuberose, Jasmine, Orange Blossom",2.3,Pinch Of Perfum,3.5,347
978,CAROLINA HERRERA,Good Girl,565,168,80,EDP,Women,Arabian,"Tonka Bean, Cocoa","Tuberose, Jasmine Sambac",4.1,hadayiq baris,3.8,122
979,Genie Collection,Premium,35,14.5,25,EDP,Unisex,Oriental,"Amber, Patchouli, Musk","Tuberose, Ylang-ylang, Jasmine",5,Genie collection,3.7,32
980,Rasasi,Oud Al-Mubakhar,40,30.85,100,EDP,Men,Arabian,"Sandalwood, Tonka Bean, Musk, Patchouli","Turkish Rose, Violet, Geranium",4,noon,4.2,98.1K
981,Roberto Cavalli,Nero Assoluto,264,129.55,75,EDP,Women,Arabian,"Ebony, Woodsy Notes",Vanilla,5,noon,4.2,98.1K
982,Roberto Cavalli,Nero Assoluto,515,105,75,EDP,Women,Arabian,"Ebony, Woody Notes",Vanilla,4.6,noon,4.2,98.1K
983,GUESS,Homme,210,98,100,EDT,Men,Spicy,"Patchouli, Sandalwood, Amber, Musk","Vanilla Orchid, Violet Leaves, Vetiver",4.4,Star.perfume,3.9,537
984,Lattafa,Ana Abiyedh Leather,65,47.9,60,EDP,Men,Musk,"Tonka Bean, Guaiac Wood","Vanilla, Cardamom, Saffron",4.6,top langri,4.3,347
985,Roberto Cavalli,Just Cavalli,357,101.95,90,EDT,Men,Woody,Leather,Vetiver,4.8,noon,4.2,98.1K
986,HUGO BOSS,Bottled Night,688,250,200,EDT,Men,Woody,"Musk, Woody Notes",Violet,4.5,Lady Style,3.6,5
987,MONTBLANC,Emblem,363,146.6,100,EDT,Men,Spicy,"Tonka Bean, Woody Notes","Violet Leaf, Cinnamon",4.4,noon,4.2,98.1K
988,MONTBLANC,Emblem,363,146.55,100,EDT,Men,Spicy,"Woody Notes, Tonka Bean","Violet Leaf, Cinnamon",5,noon,4.2,98.1K
989,HUGO BOSS,Nuit,415,162,75,EDP,Women,Floral,"Sandalwood, Crystal Moss, Warm Woods","Violet, Jasmin, White Florals",4.8,AMLAQ,3.9,135
990,Elizabeth Taylor,White Diamonds,220,118.85,100,EDT,Women,Floral,"Oak Moss, Patchouli, Musk, Sandalwood, Amber","Violet, Rose, Jasmine, Ylang-Ylang,",4.3,noon,4.2,98.1K
991,Marc Jacobs,Daisy Eau So Fresh,330,179.4,125,EDT,Women,Fruity,"Musk, Plum, Cedarwood","Violet, Wild Rose, Apple Blossom, Lychee, Jasmine Petals",5,noon,4.2,98.1K
992,CARTIER,Pasha Edition Noir,478,198.55,100,EDT,Men,Oriental,"Woody Amber, Cedar Accords","Warm, Cuddly Aromas",4.6,AMLAQ,3.9,135
993,MONTBLANC,Legend Spirit,342,140,100,EDT,Men,Citrus,"White Musk, White Woods, Cashmere Wood, Oakmoss","Water Notes, Lavender, Cardamom",4.7,hadayiq baris,3.8,122
994,BVLGARI,Petits Et Mamans,327,197.75,100,EDT,Women,Floral,"Iris, Vanilla",White Peach,4.8,Tiffany,4.1,75
995,Roberto Cavalli,Paradiso Assoluto,515,139,75,EDP,Women,Floral,"Patchouli, Sandalwood, Vanilla, Cashmeran","Wild Jasmine, Red Lily, Passionfruit",5,noon,4.2,98.1K
996,Roberto Cavalli,Paradiso Azzurro,499,165,75,EDP,Women,Fruity,"Cypress, Cashmere Wood, Amber wood, Sandalwood, Vanilla","Wild Jasmine, Watery Notes, Apple, Tuberose, Peach, Rose",4.7,Beauty Group,4.3,124
997,GUESS,Dare,170,75,100,EDT,Women,Citrus,"Coconut Accords, Wood, Musk","Wild Rose, Elegant Jasmine",4.9,noon,4.2,98.1K
998,BURBERRY,For Women EDP Natural Sp,378,153.75,100,EDT,Women,Fruity,"Musk, Vanilla","Woody-Floral, Sandalwood, Cedar",4.8,noon,4.2,98.1K
999,JOVAN,Musk Cologne Sp,55,19,59,EDT,Women,Woody,"Musk, Amber, Wood",Ylang-ylang,4.7,Cute,3.7,1.9K
1000,SWISS ARABIAN,Layali CPO At,126,77,15,EDT,Unisex,Arabian,"Agarwood, Amber","Ylang-Ylang, Rose, Jasmine",4,Swiss Arabian PerfumesPRICE UPDATE WITH 15% VAT 1 JULY 2020,3.9,5
1001,LACOSTE,L.12.12 Blanc-Pure,347,94.2,100,EDT,Men,Woody,"Virginia Cedar, Leather, Suede, Vetiver","Ylang-Ylang, Tuberose",4.6,noon,4.2,98.1K
